id,Power(watts),Distance(metres),Heartrate(BPM),Speed(m/s),'WindSpeed,Cadaence(revs/s),Elevation(meters),'Hill,'Temperature(C,'Penalty,'Cluster
3592,2.73,22354,147,3.7551,3.9339,0.88333,336.8,-0.4,21.111,180.82,6
3593,2.8,22370,147,3.5316,3.9339,0.58333,336.8,-0.69,21.111,180.82,6
3594,0,22370,146,3.3081,3.174,0,336.8,-1.19,21.111,182.46,6
3595,0,22370,145,2.7269,2.9952,0,336.8,-0.99,21.111,150.98,6
3596,0,22370,144,2.414,2.1011,0,336.8,-1.78,21.111,13.176,6
3597,0,22370,144,2.0117,2.4587,0,336.8,-2.38,21.111,193.01,6
3598,0,22370,143,1.6987,2.6375,0,336.8,-2.07,21.111,334.82,6
3599,0,22370,142,1.654,1.8776,0,336.8,-2.77,21.111,404.13,6
3600,0,22386,142,1.967,2.1458,0,337.72,-2.77,21.111,425.64,6
3601,61.54,22386,141,2.6822,4.0233,0.76667,337.72,-3.07,21.111,427.47,6
3602,93.78,22386,141,3.7551,4.6939,1.1,337.72,-3.46,21.111,413.59,6
3603,90.27,22386,141,4.1128,4.828,1.2167,337.72,-2.96,21.111,381.37,6
3604,77.58,22386,140,4.3363,5.2304,1.25,336.8,-2.65,21.111,332.34,6
3605,73.93,22402,140,4.381,5.3645,1.3,336.8,-1.34,21.111,261.37,6
3606,72.04,22402,139,4.4257,5.1409,1.3667,336.8,-0.74,21.111,132.06,6
3607,64.59,22402,139,4.7833,5.1857,1.3833,336.8,-1.14,21.111,127.87,6
3608,55.05,22418,138,4.9621,5.0515,1.2667,336.8,-1.23,21.111,106.08,6
3609,57.3,22418,138,5.0515,5.3645,1.2,336.8,-1.63,21.111,83.465,6
3610,63.67,22418,136,5.2304,5.588,1.2167,336.8,-1.62,21.111,78.053,6
3611,71.09,22434,136,5.3645,6.0797,1.25,336.8,-1.22,21.111,77.178,6
3612,78.43,22434,135,5.4986,5.8115,1.2833,336.8,-0.81,21.111,104.15,6
3613,75.87,22434,135,5.588,6.6162,1.3,336.8,-0.91,21.111,118.83,6
3614,70.1,22450,134,5.6327,7.1079,1.3167,336.8,-1,21.111,118.43,6
3615,62.39,22450,134,5.7221,6.8844,1.3333,336.8,-1.3,21.111,204.29,6
3616,43.7,22450,133,5.7221,6.7056,1.3333,336.8,-1.59,21.111,250.8,6
3617,46.08,22466,132,5.8562,7.0185,1.3667,336.8,-1.89,21.111,272.15,6
3618,55.66,22466,132,6.035,6.4821,1.4,336.8,-2.28,21.111,282.35,6
3619,10.05,22466,131,6.1691,6.9738,1.2667,336.8,-2.58,21.111,272.66,6
3620,10.56,22482,131,6.3032,6.9291,1,336.5,-2.97,21.111,249.99,6
3621,10.97,22482,131,6.3927,7.5103,0.5,336.5,-3.26,21.111,219.35,6
3622,0,22499,130,6.4374,9.6113,0,336.5,-3.56,21.111,204.85,2
3623,0,22499,129,6.5715,8.4043,0,336.5,-4.15,21.111,171.05,2
3624,0,22499,129,6.9738,7.8232,0,335.28,-4.85,21.111,109.15,2
3625,0,22515,128,7.5103,7.9573,0,335.28,-6.04,21.667,115.38,2
3626,0,22515,128,8.2255,8.6279,0,335.28,-7.64,21.667,118.79,2
3627,16.99,22531,128,8.8961,9.7454,0.8,335.28,-8.73,21.667,120.94,6
3628,33.54,22547,127,9.5666,12.07,0.8,333.15,-9.93,21.667,120.94,6
3629,20.01,22547,127,10.103,12.338,0.13333,333.15,-10.62,21.667,120.94,6
3630,0,22563,127,10.461,12.338,0,333.15,-11.02,21.667,120.94,2
3631,0,22579,126,10.952,12.875,0,333.15,-11.61,21.667,120.94,2
3632,0,22579,125,11.265,13.903,0,330.1,-11.61,21.667,120.94,2
3633,0,22595,123,11.221,15.021,0,330.1,-11.8,21.667,117.31,2
3634,0,22611,123,11.087,15.646,0,330.1,-11.5,21.667,63.277,2
3635,0,22611,122,10.952,15.155,0,330.1,-11.29,21.667,0,2
3636,0,22627,120,10.908,13.858,0,325.53,-11.18,21.667,90.915,2
3637,0,22643,119,10.908,13.769,0,325.53,-10.77,21.667,122.77,2
3638,0,22643,118,11.042,14.618,0,325.53,-10.86,21.667,142.18,2
3639,0,22660,118,11.221,13.143,0,325.53,-11.46,21.667,142.18,2
3640,28.75,22676,117,11.489,15.333,0.71667,320.65,-12.15,21.667,142.18,6
3641,29.48,22676,117,11.668,16.138,0.91667,320.65,-12.74,21.667,142.18,6
3642,30.05,22692,117,11.534,16.809,0.21667,320.65,-12.33,21.667,142.18,6
3643,0,22708,116,11.668,16.496,0,320.65,-11.93,21.667,142.18,2
3644,0,22724,116,11.936,15.155,0,313.94,-11.62,21.667,142.18,2
3645,0,22724,116,11.981,12.651,0,313.94,-11.41,21.667,142.18,2
3646,0,22740,115,12.07,11.802,0,313.94,-12.5,21.667,125.51,2
3647,0,22756,115,12.294,13.411,0,313.94,-13.59,21.667,95.026,2
3648,0,22772,115,12.517,14.842,0,307.24,-13.97,21.667,0,2
3649,0,22772,115,12.517,14.037,0,307.24,-13.95,21.667,0,2
3650,0,22788,114,12.651,14.797,0,307.24,-13.15,21.667,0,2
3651,0,22804,114,13.143,16.317,0,307.24,-12.25,21.667,0,2
3652,0,22820,114,13.545,16.809,0,300.84,-11.85,21.667,0,2
3653,0,22837,113,13.456,17.077,0,300.84,-11.45,21.667,0,2
3654,0,22853,113,12.919,15.557,0,300.84,-10.75,21.667,0,2
3655,0,22853,113,12.562,14.976,0,300.84,-10.36,21.667,0,2
3656,0,22869,113,12.115,14.931,0,294.44,-9.97,21.667,0,2
3657,0,22885,112,11.623,14.395,0,294.44,-10.37,21.667,0,2
3658,0,22901,112,11.355,14.797,0,294.44,-11.58,21.667,0,2
3659,0,22901,112,10.952,14.395,0,294.44,-12.19,21.667,0,2
3660,0,22917,111,10.461,12.964,0,288.34,-12.99,21.667,0,2
3661,0,22917,111,9.8796,12.741,0,288.34,-13.6,21.667,348.93,2
3662,0,22933,110,9.5219,12.159,0,288.34,-13.31,21.667,515.92,2
3663,0,22949,110,9.9243,12.919,0,288.34,-13.11,21.667,508.9,2
3664,0,22949,109,10.416,12.696,0,282.24,-12.02,21.667,508.9,2
3665,110.34,22965,110,10.863,13.188,1.3833,282.24,-10.62,21.667,529.19,6
3666,133.06,22981,110,11.31,13.232,1.0667,282.24,-9.83,21.667,638.59,6
3667,30.49,22981,110,11.668,13.858,0.36667,282.24,-8.94,21.667,724.76,6
3668,0,22997,110,11.891,14.797,0,277.37,-8.84,21.667,894.8,2
3669,85.5,23014,111,12.204,15.11,0.55,277.37,-8.95,21.667,1153.2,6
3670,159.81,23030,111,12.562,16.272,1.4667,277.37,-9.37,21.667,1352.8,9
3671,180.47,23046,111,12.875,17.39,1.5,277.37,-9.78,21.667,1490.2,9
3672,261,23046,112,13.188,16.138,1.5333,273.1,-9.69,21.667,1509.1,9
3673,360.36,23062,112,13.501,13.903,1.5833,273.1,-9.31,21.667,1371.2,9
3674,414.28,23078,112,13.679,14.305,1.6,273.1,-8.42,21.667,1071.1,9
3675,390.27,23094,113,13.679,15.691,1.6,273.1,-7.15,21.667,825.34,9
3676,316.27,23110,113,13.545,16.049,1.5833,269.75,-5.97,21.667,663.01,9
3677,308.14,23126,114,13.366,14.261,1.5667,269.75,-5.09,21.667,542.81,9
3678,324.22,23126,114,13.366,14.216,1.5667,269.75,-4.81,21.667,560.19,9
3679,312.2,23142,114,13.322,14.305,1.55,269.75,-4.73,21.667,544.86,9
3680,286.22,23158,115,13.322,15.646,1.55,266.7,-5.15,21.667,417.07,9
3681,241.09,23174,115,13.143,16.63,1.5333,266.7,-4.97,21.667,300.75,9
3682,247.98,23191,116,12.875,14.752,1.5,266.7,-4.39,21.667,335.24,9
3683,298.11,23191,116,12.741,13.724,1.4833,266.7,-4.01,21.667,367.41,9
3684,290.4,23207,117,12.696,13.143,1.4833,263.35,-3.93,21.667,397.74,9
3685,328.79,23223,117,12.651,12.383,1.4833,263.35,-3.65,21.667,400.28,9
3686,345.31,23239,118,12.696,13.814,1.4833,263.35,-3.66,21.667,397.36,9
3687,345.94,23255,118,12.696,12.785,1.4833,263.35,-3.48,21.667,369.82,9
3688,353.68,23255,118,12.785,13.456,1.5,261.52,-3.39,21.667,515.34,9
3689,320.51,23271,119,12.83,14.484,1.5,261.52,-3.71,21.667,741.23,9
3690,292.45,23287,120,12.785,14.082,1.5,261.52,-4.12,21.667,859.04,9
3691,257.5,23303,120,12.741,13.948,1.4833,261.52,-4.53,21.667,929.78,9
3692,183.07,23319,121,12.651,14.216,1.4833,259.08,-5.04,21.667,983.57,9
3693,133.44,23319,122,12.651,15.468,1.4833,259.08,-5.85,21.667,924.67,8
3694,147.09,23335,122,12.517,16.093,1.4667,259.08,-5.95,21.667,764.66,8
3695,134.68,23352,122,12.383,16.54,1.4333,259.08,-5.76,21.667,675.33,8
3696,95.37,23368,122,12.204,17.613,1.4167,256.03,-6.06,21.667,598.82,8
3697,133.03,23368,123,12.07,16.943,1.4167,256.03,-6.17,21.667,588.61,8
3698,203.78,23384,123,12.115,15.736,1.4167,256.03,-6.77,21.667,645.2,9
3699,265.79,23400,123,12.294,15.557,1.4333,256.03,-7.77,21.667,663.97,9
3700,240.51,23416,122,12.517,14.842,1.4167,252.37,-8.37,21.667,665.9,9
3701,250.21,23416,122,12.741,15.736,1.3833,252.37,-8.77,21.667,631.19,9
3702,261.91,23432,122,12.919,15.557,1.4,252.37,-8.88,21.667,451.75,9
3703,269.58,23448,122,13.098,15.289,1.4167,252.37,-8.68,21.667,264.85,9
3704,267.24,23464,122,13.232,14.976,1.4333,249.33,-8.28,21.667,169.27,9
3705,274.84,23480,122,13.366,14.797,1.45,249.33,-7.68,21.667,172.74,9
3706,282.1,23496,122,13.411,15.11,1.45,249.33,-7.28,21.667,174.21,9
3707,302.68,23496,122,13.501,14.976,1.45,249.33,-6.49,21.667,228.97,9
3708,264.35,23512,122,13.366,14.886,1.4333,246.58,-5.79,21.667,358.46,9
3709,257.01,23529,122,13.188,15.11,1.4167,246.58,-5.09,21.667,384.46,9
3710,239.66,23545,122,12.964,15.78,1.4,246.58,-4.5,21.667,380.64,9
3711,218.28,23561,122,12.741,15.333,1.3667,246.58,-4.61,21.667,366.78,9
3712,176.73,23561,122,12.696,14.529,1.3667,243.23,-5.11,21.667,341.36,9
3713,206.91,23577,122,12.919,13.456,1.3833,243.23,-6.22,21.667,252.59,9
3714,236.01,23593,123,13.143,13.143,1.4167,243.23,-7.33,21.667,225.32,9
3715,241.88,23609,122,13.501,14.529,1.45,243.23,-8.04,21.667,733.42,9
3716,226.76,23625,122,13.724,15.915,1.4833,239.27,-8.03,21.667,951.89,9
3717,222.74,23641,122,13.769,13.501,1.4833,239.27,-7.54,21.667,1087.3,9
3718,240.5,23641,122,13.948,13.724,1.3833,239.27,-7.55,21.667,1187.4,9
3719,0,23657,122,14.037,15.87,0.66667,239.27,-7.37,21.667,1232.4,2
3720,0,23673,122,13.992,15.11,0,235.92,-7.48,21.667,1204.3,2
3721,0,23689,122,14.037,15.244,0,235.92,-7.89,21.667,1111.9,2
3722,0,23706,121,14.082,15.512,0,235.92,-8.11,21.667,977.49,2
3723,0,23722,121,14.216,16.183,0,235.92,-8.42,21.667,760.53,2
3724,0,23738,120,14.35,15.557,0,231.95,-8.94,21.667,0,2
3725,0,23754,119,14.663,14.529,0,231.95,-8.96,21.667,0,2
3726,0,23770,118,14.797,15.065,0,231.95,-8.98,21.667,0,2
3727,0,23786,117,14.976,15.87,0,231.95,-8.49,21.667,0,2
3728,0,23786,117,15.11,15.602,0,227.69,-8.31,21.667,0,2
3729,0,23802,116,15.244,16.853,0,227.69,-8.24,21.667,0,2
3730,0,23818,115,15.333,16.496,0,227.69,-8.16,21.667,0,2
3731,0,23834,115,15.378,15.915,0,227.69,-8.49,21.667,0,2
3732,0,23850,114,15.333,15.691,0,223.11,-7.8,21.667,26.879,2
3733,0,23867,113,15.11,16.004,0,223.11,-6.82,21.667,282.69,2
3734,0,23883,112,14.931,15.244,0,223.11,-5.74,21.667,571.99,2
3735,0,23899,111,14.663,15.602,0,223.11,-4.56,21.667,847.57,2
3736,8.5,23915,111,14.35,15.78,0.33333,217.32,-4.28,21.667,1058.8,8
3737,89.94,23931,110,14.126,15.244,1.4333,217.32,-4.49,21.667,1139.9,9
3738,168.56,23947,109,14.171,14.529,1.5333,217.32,-5.1,21.667,1129.3,9
3739,229.67,23963,110,14.395,14.082,1.5667,217.32,-6.51,21.667,1104.9,9
3740,263.29,23979,110,14.752,14.931,1.6,212.14,-7.32,21.667,1003.8,9
3741,242.48,23979,110,14.976,16.675,1.6167,212.14,-8.33,21.667,826.57,9
3742,211.31,23995,110,15.021,16.183,1.6333,212.14,-8.64,21.667,542.43,9
3743,247.77,24011,111,15.155,16.809,1.6333,212.14,-8.65,21.667,320.98,9
3744,233.49,24027,111,15.244,17.435,1.65,208.18,-9.07,21.667,807.23,9
3745,243.3,24044,111,15.289,17.345,1.65,208.18,-8.88,21.667,1068.4,9
3746,273.63,24060,112,15.199,16.093,1.3333,208.18,-8.49,21.667,1208.5,9
3747,278.12,24076,111,15.065,16.138,0.98333,208.18,-7.8,21.667,1293.9,9
3748,0,24092,111,14.842,15.959,0.21667,204.22,-6.51,21.667,1292.5,2
3749,0,24108,111,14.529,17.077,0,204.22,-5.22,21.667,1250.6,2
3750,0,24124,111,14.082,16.853,0,204.22,-4.83,21.667,1260.5,2
3751,0,24140,109,13.814,14.484,0,204.22,-4.63,21.667,1326.8,2
3752,75.06,24140,108,13.769,13.724,0.18333,200.25,-4.94,21.667,1370.4,9
3753,193.53,24156,108,13.948,14.126,1.5167,200.25,-5.85,21.667,1483.8,9
3754,243.8,24172,109,14.171,15.11,1.5333,200.25,-6.36,21.667,1539.7,9
3755,299.3,24188,109,14.35,15.825,1.55,200.25,-6.66,21.667,1488.5,9
3756,308.26,24204,110,14.439,14.797,1.55,196.29,-6.77,21.667,1317.8,9
3757,361.02,24221,110,14.573,14.305,1.5667,196.29,-6.38,21.667,973.83,9
3758,374.29,24237,110,14.618,14.708,1.5833,196.29,-5.98,21.667,607.39,9
3759,370.43,24253,111,14.618,14.484,1.5833,196.29,-5.48,21.667,417.05,9
3760,362.43,24269,111,14.529,15.825,1.5667,193.85,-4.78,21.667,298.86,9
3761,349.75,24285,112,14.395,15.646,1.55,193.85,-4.38,21.667,286.96,9
3762,351.59,24285,112,14.171,14.931,1.5333,193.85,-3.79,21.667,207.38,9
3763,362.09,24301,113,14.037,14.842,1.5167,193.85,-3.69,21.667,226.95,9
3764,399.42,24317,114,13.948,14.708,1.5,192.02,-3.29,21.667,235.16,9
3765,414.49,24333,114,13.724,14.618,1.4833,192.02,-2.99,21.667,234.6,9
3766,381.4,24349,115,13.545,13.277,1.45,192.02,-2.89,21.667,226.73,9
3767,405.9,24365,115,13.456,12.83,1.45,192.02,-2.49,21.667,201.42,9
3768,397.24,24382,116,13.411,15.423,1.45,190.2,-2.59,21.667,190.21,9
3769,371.85,24382,117,13.322,14.261,1.4333,190.2,-2.79,21.667,158.12,9
3770,380.3,24398,118,13.277,13.724,1.4333,190.2,-3.18,21.667,172.34,9
3771,397.31,24414,119,13.277,13.188,1.4333,190.2,-3.38,21.667,158.38,9
3772,422.19,24430,120,13.366,13.903,1.45,187.76,-3.68,21.667,155.86,9
3773,387.82,24446,120,13.501,13.903,1.4667,187.76,-4.38,21.667,152.24,9
3774,373.34,24462,121,13.679,14.573,1.4833,187.76,-4.97,21.667,152.6,9
3775,380.88,24462,122,13.858,14.126,1.5,187.76,-5.27,21.667,199.43,9
3776,387.87,24478,122,13.948,13.903,1.5,185.32,-5.37,21.667,393.92,9
3777,402.27,24494,122,13.948,12.472,1.5,185.32,-4.76,21.667,595.23,9
3778,397.9,24510,123,13.903,13.188,1.5,185.32,-3.86,21.667,665.4,9
3779,346.79,24526,123,13.814,14.126,1.5,185.32,-3.25,21.667,740.45,9
3780,280.75,24542,124,13.724,14.439,1.4833,182.88,-3.45,21.667,808.21,9
3781,232.75,24559,124,13.635,14.305,1.4667,182.88,-4.04,21.667,796.08,9
3782,238.6,24559,124,13.814,13.992,1.4833,182.88,-5.44,21.667,729.01,9
3783,223.7,24575,124,13.948,16.004,1.5,182.88,-6.63,21.667,597.1,9
3784,206.37,24591,124,13.948,15.736,1.5167,179.83,-7.32,21.667,392.35,9
3785,236.37,24607,124,14.082,15.199,1.5167,179.83,-7.42,21.667,232.79,9
3786,266.56,24623,124,14.171,14.708,1.5333,179.83,-7.31,21.667,203.59,9
3787,266.94,24639,124,14.216,15.155,1.5333,179.83,-7.21,21.667,200,9
3788,249.11,24655,124,14.305,15.691,1.55,175.87,-7.1,21.667,320.46,9
3789,266.33,24671,124,14.395,14.797,1.55,175.87,-7.39,21.667,374.23,9
3790,255.35,24671,123,14.529,15.244,1.5667,175.87,-7.69,21.667,364.47,9
3791,241.34,24687,123,14.663,18.284,1.5833,175.87,-7.88,21.667,427.45,9
3792,166.28,24703,123,14.573,19.446,1.5667,170.69,-8.38,21.667,562.34,9
3793,176.3,24719,123,14.439,18.507,1.55,170.69,-8.58,21.667,610.88,9
3794,248.74,24736,123,14.439,17.703,1.55,170.69,-8.87,21.667,693.41,9
3795,308.07,24752,122,14.439,17.256,1.55,170.69,-8.87,21.667,743.85,9
3796,360.17,24768,122,14.484,17.524,1.5667,166.42,-8.77,21.667,811.61,9
3797,329.26,24784,123,14.529,17.524,1.5667,166.42,-8.96,21.667,850.31,9
3798,365.78,24800,122,14.708,17.077,1.5833,166.42,-9.16,21.667,731.37,9
3799,357.72,24816,123,14.797,17.122,1.6,166.42,-9.46,21.667,546.46,9
3800,390.26,24832,122,14.931,16.362,1.6167,161.24,-9.26,21.667,380.99,9
3801,399.82,24832,122,15.065,17.211,1.6167,161.24,-9.16,21.667,318.75,9
3802,408.53,24848,123,15.155,16.228,1.6333,161.24,-8.86,21.667,351.29,9
3803,437.22,24864,122,15.244,17.658,1.65,161.24,-8.25,21.667,342.63,9
3804,363.52,24880,122,14.931,18.239,1.6167,156.97,-7.35,21.667,337.48,9
3805,352.76,24896,123,14.663,16.943,1.5833,156.97,-7.05,21.667,313.5,9
3806,428.42,24913,123,14.529,15.333,1.5667,156.97,-5.95,21.667,312.04,9
3807,444.18,24929,124,14.395,14.931,1.55,156.97,-5.45,21.667,320.35,9
3808,424.34,24945,124,14.439,15.155,1.5667,152.4,-5.64,21.667,358.19,9
3809,378.67,24961,123,14.439,15.87,1.55,152.4,-5.34,21.667,398.51,9
3810,394.07,24977,124,14.439,15.11,1.55,152.4,-5.54,21.667,536.46,9
3811,380.31,24993,124,14.484,15.646,1.5667,152.4,-5.63,21.667,1303.3,9
3812,349.06,24993,124,14.395,14.931,1.55,148.74,-5.63,21.667,1637.1,9
3813,318.31,25009,124,14.439,14.529,1.4333,148.74,-5.82,21.667,1785.9,9
3814,269.88,25025,124,14.395,14.126,0.68333,148.74,-5.92,21.667,1833,9
3815,0,25041,124,14.395,14.082,0,148.74,-6.42,21.667,1834.7,2
3816,0,25057,123,14.439,14.573,0,145.69,-6.41,21.667,1722.5,2
3817,0,25074,123,14.216,14.573,0,145.69,-6.11,21.667,1520.8,2
3818,0,25090,123,14.082,13.903,0,145.69,-5.91,21.667,1245.3,2
3819,0,25106,123,13.992,13.188,0,145.69,-6.11,21.667,853.44,2
3820,0,25122,123,14.037,13.188,0,142.95,-6.1,21.667,180.38,2
3821,0,25122,122,13.948,13.009,0,142.95,-6.4,21.667,469.71,2
3822,0,25138,121,13.814,12.83,0,142.95,-5.9,21.667,711.02,2
3823,0,25154,121,13.635,13.054,0,142.95,-4.9,21.667,867.54,2
3824,57.04,25170,120,13.545,12.83,0.55,139.9,-4.4,21.667,935.42,8
3825,143.63,25186,119,13.679,12.964,1.4667,139.9,-4.3,21.667,1003.2,9
3826,192.56,25202,120,13.724,13.814,1.4833,139.9,-4.2,21.667,1061.1,9
3827,206.84,25218,119,13.679,13.009,1.4833,139.9,-4.2,21.667,1073.6,9
3828,195.84,25218,120,13.724,11.847,1.4833,136.86,-4.7,21.667,1010.3,9
3829,233.23,25234,120,13.948,12.472,1.5,136.86,-4.89,21.667,801.35,9
3830,272.54,25251,120,14.216,12.919,1.5333,136.86,-5.49,21.667,579.75,9
3831,298.19,25267,121,14.395,12.964,1.55,136.86,-5.69,21.667,468.79,9
3832,313.46,25283,121,14.395,13.456,1.55,133.5,-4.89,21.667,418.38,9
3833,298.27,25299,122,14.261,13.098,1.5333,133.5,-4.18,21.667,365.18,9
3834,290.85,25315,122,14.216,13.814,1.5333,133.5,-3.68,21.667,226.92,9
3835,286.37,25331,123,14.216,13.858,1.5333,133.5,-3.87,21.667,110.47,9
3836,296.96,25331,123,14.35,13.903,1.55,130.45,-4.36,21.667,90.106,9
3837,301.5,25347,123,14.395,13.232,1.55,130.45,-4.76,21.667,95.39,9
3838,305.08,25363,123,14.439,13.59,1.5667,130.45,-5.15,21.667,124.77,9
3839,296.53,25379,124,14.529,13.679,1.5667,130.45,-5.14,21.667,189.84,9
3840,282.16,25395,124,14.573,13.903,1.5667,128.02,-5.24,21.667,193.85,9
3841,286.8,25411,125,14.618,13.858,1.5833,128.02,-5.13,21.667,196.99,9
3842,261.71,25428,125,14.573,15.155,1.5833,128.02,-5.02,21.667,225.71,9
3843,243.74,25444,125,14.484,14.752,1.5667,128.02,-4.91,21.667,272.7,9
3844,270.62,25460,126,14.439,13.992,1.55,126.19,-4.81,21.111,275.85,9
3845,294.44,25476,126,14.395,13.456,1.55,126.19,-4.4,21.667,285.13,9
3846,320.23,25476,127,14.35,12.919,1.55,126.19,-4.19,21.667,333.76,9
3847,335.85,25492,127,14.35,13.009,1.55,126.19,-3.79,21.111,355.46,9
3848,309.56,25508,128,14.305,14.395,1.55,124.36,-3.58,21.111,324.6,9
3849,313.34,25524,128,14.216,14.082,1.5333,124.36,-3.58,21.111,229.41,9
3850,348.83,25540,128,14.216,14.082,1.5333,124.36,-3.57,21.111,164.98,9
3851,340.62,25556,128,14.082,13.948,1.5167,124.36,-3.37,21.667,139.68,9
3852,318.47,25572,128,13.903,13.277,1.5,122.22,-3.26,21.667,138.56,9
3853,308.14,25589,129,13.769,13.456,1.4833,122.22,-2.96,21.667,134.69,9
3854,322.64,25589,129,13.679,12.606,1.4833,122.22,-2.96,21.667,126.87,9
3855,334.87,25605,130,13.679,12.562,1.4667,122.22,-3.05,21.667,132.24,9
3856,325.95,25621,130,13.724,12.875,1.4833,120.7,-3.15,21.667,204.52,9
3857,328.99,25637,131,13.769,13.009,1.4833,120.7,-3.45,21.667,218.22,9
3858,317.12,25653,131,13.769,13.366,1.5,120.7,-3.65,21.667,221.3,9
3859,309.02,25669,132,13.858,15.155,1.5,120.7,-4.25,21.667,304.68,9
3860,267.12,25685,132,13.858,15.244,1.5,119.18,-4.45,21.667,477.02,9
3861,279.33,25685,132,13.814,15.468,1.4833,119.18,-4.75,21.667,593.85,9
3862,324.54,25701,133,13.769,13.992,1.4833,119.18,-4.95,21.667,632.82,9
3863,378.52,25717,133,13.814,13.456,1.4833,119.18,-4.55,21.667,634.74,9
3864,434.53,25733,133,13.858,12.383,1.5,116.43,-4.14,21.667,627.93,9
3865,441.44,25749,133,13.903,11.712,1.5,116.43,-3.74,21.667,627.55,9
3866,413.34,25766,134,14.037,11.847,1.5167,116.43,-3.74,21.667,626.47,9
3867,379.19,25782,134,14.216,12.696,1.5333,116.43,-4.04,21.667,656.31,9
3868,329.3,25798,134,14.305,13.188,1.55,114,-4.34,21.667,671.49,9
3869,309.48,25798,134,14.395,13.858,1.55,114,-4.73,21.667,684.25,9
3870,267.81,25814,134,14.439,13.992,1.55,114,-4.83,21.667,615.9,9
3871,259.18,25830,135,14.484,13.366,1.5667,114,-5.02,21.667,477.65,9
3872,301.59,25846,135,14.529,13.366,1.5667,111.25,-4.92,21.667,337.5,9
3873,297.09,25862,135,14.529,14.171,1.5667,111.25,-4.61,21.667,232.54,9
3874,295.88,25878,135,14.395,13.858,1.55,111.25,-4.21,21.667,220.79,9
3875,297.72,25894,135,14.216,13.232,1.5333,111.25,-3.2,21.667,233.95,9
3876,326.52,25910,135,14.037,13.411,1.5167,108.51,-2.7,21.667,218.76,9
3877,321.99,25926,135,13.992,13.858,1.5,108.51,-2.7,21.667,142.94,9
3878,319.39,25926,135,13.948,13.679,1.5167,108.51,-2.89,21.667,135.89,9
3879,325.36,25943,136,13.992,13.545,1.5167,108.51,-3.69,21.667,119.28,9
3880,331.3,25959,136,14.037,13.59,1.5167,105.77,-3.99,21.111,91.943,9
3881,325.31,25975,136,13.992,13.992,1.5167,105.77,-3.99,21.111,113.58,9
3882,316.24,25991,136,13.948,13.992,1.5,105.77,-3.99,21.111,192.82,9
3883,316.11,26007,136,13.903,14.037,1.5,105.77,-3.7,21.111,212.22,9
3884,317.97,26023,137,13.858,14.618,1.5,103.33,-3.8,21.111,226.18,9
3885,289.9,26023,136,13.769,16.719,1.4833,103.33,-3.9,21.111,349.88,9
3886,268.2,26039,136,13.501,16.406,1.45,103.33,-3.7,21.667,517.23,9
3887,282.5,26055,137,13.232,15.825,1.4333,103.33,-4.01,21.111,669.39,9
3888,335.29,26071,137,13.188,15.155,1.45,101.5,-4.11,21.111,736.66,9
3889,395.15,26087,136,13.098,14.529,1.5333,101.5,-4.11,21.667,724.09,9
3890,437.69,26103,137,13.143,13.366,1.5333,101.5,-4.22,21.667,764.18,9
3891,463.2,26103,137,13.188,11.936,1.55,101.5,-4.02,21.667,857.89,9
3892,446.56,26120,137,13.277,13.009,1.55,99.67,-3.53,21.667,818.43,9
3893,352.13,26136,136,13.277,14.126,1.5333,99.67,-3.73,21.667,790.33,9
3894,273.79,26152,136,13.232,15.155,1.4667,99.67,-4.44,21.111,786.95,9
3895,218.98,26168,136,13.366,14.752,1.45,99.67,-5.54,21.667,777.19,8
3896,322.69,26184,136,13.679,15.557,1.4833,98.45,-6.75,21.667,733.96,9
3897,320.87,26184,136,13.769,15.646,1.4833,98.45,-7.05,21.667,620.57,9
3898,364.42,26200,136,13.679,13.232,1.4833,98.45,-6.56,21.667,497.91,9
3899,361.83,26216,136,13.635,12.294,1.4667,98.45,-5.67,21.667,505.06,9
3900,387.94,26232,136,13.814,12.204,1.5,95.707,-5.07,21.667,503.93,9
3901,349.55,26248,136,14.082,13.903,1.5167,95.707,-5.08,21.667,372.23,9
3902,309.81,26264,136,14.126,14.886,1.5333,95.707,-5.48,21.667,389.47,9
3903,283.98,26281,136,14.216,16.764,1.5333,95.707,-5.79,21.667,390.61,9
3904,274.93,26281,137,14.037,16.675,1.5167,92.964,-5.4,21.667,427.98,9
3905,300.09,26297,136,13.814,16.987,1.5,92.964,-4.9,21.111,446.99,9
3906,291.5,26313,136,13.545,16.228,1.4667,92.964,-4.4,21.111,408.19,9
3907,314.65,26329,136,13.411,14.797,1.45,92.964,-4.61,21.667,399.58,9
3908,390.7,26345,136,13.501,13.724,1.45,89.611,-4.7,21.111,402.38,9
3909,379.18,26361,136,13.322,14.261,1.4333,89.611,-4.3,21.111,374.54,9
3910,354.51,26377,136,13.232,14.529,1.4333,89.611,-4.1,21.111,321.61,9
3911,329.59,26377,137,13.054,14.797,1.4167,89.611,-3.5,21.111,294.75,9
3912,345.23,26393,137,12.919,14.797,1.4,86.868,-2.98,21.667,228.79,9
3913,339.05,26409,137,12.83,13.814,1.3833,86.868,-3.25,21.667,376.91,9
3914,356.39,26425,137,12.964,13.948,1.4,86.868,-3.54,21.667,572.05,9
3915,362.41,26441,137,13.054,14.976,1.4167,86.868,-4.32,21.667,691.15,9
3916,336.37,26441,137,13.188,14.797,1.4167,83.21,-5.21,21.667,1160,9
